Sale_ID,Product_ID,Customer_ID,Date,Quantity,Sale_Price,Channel,Revenue
7682,187,2307,2025-04-12,5,149.8,Online,149.8
7683,109,2596,2024-03-18,3,101.18,Online,101.18
7684,143,2626,2025-12-03,2,39.04,In-Store,39.04
7685,154,2644,2025-04-01,5,111.25,Online,111.25
7686,141,2344,2025-05-02,1,232.94,In-Store,232.94
7687,173,2562,2024-12-22,2,159.08,In-Store,159.08
7688,112,2749,2022-03-28,2,80.36,Online,80.36
7689,186,2234,2025-01-07,5,28.06,Online,28.06
7690,166,2184,2025-03-24,1,152.81,In-Store,152.81
7691,152,2981,2025-01-29,3,106.63,Online,106.63
7692,151,2978,2023-11-02,2,108.66,Online,108.66
7693,167,2219,2025-07-25,1,235.98,Online,235.98
7694,191,2777,2023-02-10,5,217.51,Online,217.51
7695,121,2392,2023-10-27,2,60.64,In-Store,60.64
7696,182,2509,2025-09-09,2,227.28,In-Store,227.28
7697,184,2719,2025-11-14,1,195.07,Online,195.07
7698,180,2561,2022-04-02,1,77.62,Online,77.62
7699,195,2830,2023-03-16,5,93.92,In-Store,93.92
7700,188,2283,2025-04-09,1,20.04,In-Store,20.04
7701,104,2711,2024-07-30,2,65.84,In-Store,65.84
7702,107,2864,2025-04-22,3,177.55,In-Store,177.55
7703,122,2532,2022-11-29,5,167.31,In-Store,167.31
7704,191,2603,2024-02-19,5,217.51,In-Store,217.51
7705,196,2135,2023-08-23,4,168.41,Online,168.41
7706,166,2071,2024-06-16,1,152.81,In-Store,152.81
7707,150,2074,2023-12-26,2,33.26,Online,33.26
7708,125,2298,2024-04-28,1,62.64,In-Store,62.64
7709,120,2935,2025-10-09,4,203.21,In-Store,203.21
7710,186,2141,2025-11-12,5,28.06,Online,28.06
7711,175,2850,2023-10-17,3,233.98,In-Store,233.98
7712,182,2573,2024-02-03,4,227.28,In-Store,227.28
7713,166,2994,2024-06-10,4,152.81,Online,152.81
7714,109,2644,2024-07-05,5,101.18,In-Store,101.18
7715,136,2571,2025-03-19,2,220.89,Online,220.89
7716,137,2301,2025-01-24,4,67.81,In-Store,67.81
7717,198,2043,2025-04-29,4,105.92,In-Store,105.92
7718,137,2277,2024-08-26,1,67.81,In-Store,67.81
7719,190,2076,2023-11-05,4,197.23,In-Store,197.23
7720,139,2960,2022-11-24,2,168.34,Online,168.34
7721,160,2108,2025-06-16,5,232.36,Online,232.36
7722,190,2474,2025-07-27,1,197.23,In-Store,197.23
7723,194,2665,2024-11-29,5,216.06,Online,216.06
7724,190,2950,2024-06-15,1,197.23,Online,197.23
7725,119,2550,2024-01-17,2,212.28,Online,212.28
7726,126,2703,2023-03-04,1,191.39,In-Store,191.39
7727,130,2930,2025-01-04,5,190.21,In-Store,190.21
7728,138,2804,2022-06-20,4,185.66,In-Store,185.66
7729,185,2075,2025-02-15,4,142.4,Online,142.4
7730,198,2266,2024-04-21,2,105.92,Online,105.92
7731,170,2457,2024-11-17,2,59.02,In-Store,59.02
7732,133,2880,2022-11-11,5,212.0,In-Store,212.0
7733,192,2267,2025-09-22,2,53.05,Online,53.05
7734,194,2807,2024-08-09,4,216.06,In-Store,216.06
7735,172,2181,2025-11-12,5,232.96,In-Store,232.96
7736,143,2074,2024-05-18,2,39.04,In-Store,39.04
7737,192,2382,2025-01-06,1,53.05,In-Store,53.05
7738,165,2708,2025-12-17,2,240.59,In-Store,240.59
7739,177,2526,2024-03-28,1,246.12,Online,246.12
7740,133,2433,2023-06-10,2,212.0,In-Store,212.0
7741,110,2750,2025-01-19,2,73.49,Online,73.49
7742,156,2411,2025-12-31,2,22.14,Online,22.14
7743,105,2801,2023-10-23,2,57.72,In-Store,57.72
7744,156,2185,2025-06-14,3,22.14,In-Store,22.14
7745,165,2180,2025-05-24,5,240.59,Online,240.59
7746,165,2889,2023-10-08,4,240.59,In-Store,240.59
7747,102,2779,2024-09-19,4,186.75,Online,186.75
7748,158,2405,2025-09-26,4,126.55,In-Store,126.55
7749,199,2291,2025-10-06,1,37.68,In-Store,37.68
7750,140,2631,2023-05-05,5,136.64,Online,136.64
7751,167,2147,2024-04-02,1,235.98,Online,235.98
7752,114,2770,2024-07-07,1,195.54,In-Store,195.54
7753,155,2209,2025-08-29,3,219.88,Online,219.88
7754,173,2400,2025-11-25,4,159.08,In-Store,159.08
7755,186,2951,2024-02-21,2,28.06,In-Store,28.06
7756,153,2806,2025-04-17,2,55.98,In-Store,55.98
7757,192,2614,2024-06-02,2,53.05,In-Store,53.05
7758,119,2308,2024-12-25,3,212.28,In-Store,212.28
7759,186,2100,2024-06-29,2,28.06,Online,28.06
7760,139,2043,2025-09-01,3,168.34,In-Store,168.34
7761,159,2063,2025-03-27,4,49.51,In-Store,49.51
7762,106,2983,2024-11-09,3,117.81,In-Store,117.81
7763,189,2180,2025-10-05,3,60.42,In-Store,60.42
7764,144,2525,2023-08-31,2,15.05,In-Store,15.05
7765,140,2158,2025-12-17,5,136.64,In-Store,136.64
7766,179,2166,2025-08-07,3,37.7,Online,37.7
7767,182,2510,2023-11-07,3,227.28,In-Store,227.28
7768,106,2075,2025-02-08,2,117.81,In-Store,117.81
7769,165,2287,2024-12-11,4,240.59,Online,240.59
7770,160,2113,2025-08-19,4,232.36,In-Store,232.36
7771,109,2599,2024-09-15,5,101.18,In-Store,101.18
7772,145,2953,2023-03-08,2,62.85,Online,62.85
7773,121,2455,2025-01-12,2,60.64,In-Store,60.64
7774,185,2849,2024-11-05,4,142.4,Online,142.4
7775,143,2821,2025-05-10,2,39.04,In-Store,39.04
7776,163,2931,2025-11-25,1,186.58,In-Store,186.58
7777,145,2382,2025-09-20,2,62.85,In-Store,62.85
7778,134,2961,2024-02-24,2,99.74,Online,99.74
7779,101,2965,2024-11-21,5,187.97,Online,187.97
7780,171,2601,2025-01-17,4,104.99,In-Store,104.99
7781,128,2336,2022-04-09,2,101.59,Online,101.59
7782,156,2716,2025-11-30,2,22.14,In-Store,22.14
7783,194,2766,2025-02-02,4,216.06,Online,216.06
7784,164,2302,2024-05-05,3,22.03,In-Store,22.03
7785,137,2931,2025-12-06,5,67.81,In-Store,67.81
7786,139,2533,2023-11-28,3,168.34,Online,168.34
7787,154,2135,2025-02-03,3,111.25,Online,111.25
7788,160,2203,2025-11-01,1,232.36,Online,232.36
7789,135,2935,2023-05-31,5,87.8,Online,87.8
7790,165,2015,2024-10-13,3,240.59,In-Store,240.59
7791,163,2540,2023-10-01,2,186.58,Online,186.58
7792,104,2759,2025-01-28,2,65.84,Online,65.84
7793,108,2085,2025-07-05,3,61.68,In-Store,61.68
7794,190,2187,2023-01-20,4,197.23,In-Store,197.23
7795,129,2825,2025-08-26,4,216.59,Online,216.59
7796,174,2934,2024-05-21,2,139.03,In-Store,139.03
7797,119,2434,2025-08-21,2,212.28,Online,212.28
7798,149,2828,2025-10-26,4,198.31,Online,198.31
7799,107,2301,2024-12-16,1,177.55,Online,177.55
7800,158,2885,2023-08-26,2,126.55,Online,126.55
7801,116,2368,2025-11-26,1,98.84,In-Store,98.84
7802,121,2420,2025-07-23,3,60.64,Online,60.64
7803,124,2298,2025-03-09,3,112.82,Online,112.82
7804,143,2559,2024-02-09,2,39.04,In-Store,39.04
7805,116,2478,2025-08-14,4,98.84,In-Store,98.84
7806,154,2618,2024-11-01,5,111.25,Online,111.25
7807,167,2941,2025-05-09,5,235.98,In-Store,235.98
7808,143,2930,2025-01-25,1,39.04,Online,39.04
7809,186,2319,2024-11-08,1,28.06,In-Store,28.06
7810,110,2816,2024-03-17,5,73.49,In-Store,73.49
7811,105,2543,2024-09-16,5,57.72,Online,57.72
7812,120,2305,2023-05-26,5,203.21,In-Store,203.21
7813,158,2140,2025-06-07,3,126.55,Online,126.55
7814,160,2530,2024-10-09,2,232.36,Online,232.36
7815,186,2579,2023-12-24,5,28.06,In-Store,28.06
7816,116,2243,2024-07-04,5,98.84,Online,98.84
7817,114,2011,2025-01-27,1,195.54,Online,195.54
7818,200,2012,2022-06-08,1,241.01,In-Store,241.01
7819,116,2443,2024-06-28,4,98.84,Online,98.84
7820,195,2622,2025-08-03,3,93.92,Online,93.92
7821,169,2977,2025-08-07,1,167.77,Online,167.77
7822,143,2301,2025-09-08,5,39.04,Online,39.04
7823,152,2925,2024-11-22,3,106.63,Online,106.63
7824,155,2752,2024-11-04,3,219.88,Online,219.88
7825,144,2408,2025-03-03,2,15.05,Online,15.05
7826,140,2272,2024-05-30,4,136.64,In-Store,136.64
7827,170,2715,2025-08-29,3,59.02,Online,59.02
7828,188,2721,2025-01-18,3,20.04,Online,20.04
7829,180,2024,2025-08-20,1,77.62,In-Store,77.62
7830,140,2124,2024-11-09,2,136.64,In-Store,136.64
7831,160,2436,2025-03-31,4,232.36,In-Store,232.36
7832,134,2852,2025-01-20,5,99.74,Online,99.74
7833,134,2319,2024-05-03,1,99.74,Online,99.74
7834,156,2535,2023-05-25,4,22.14,In-Store,22.14
7835,122,2732,2025-01-27,3,167.31,In-Store,167.31
7836,143,2566,2023-12-26,4,39.04,In-Store,39.04
7837,141,2739,2025-07-07,3,232.94,Online,232.94
7838,185,2689,2023-01-08,5,142.4,Online,142.4
7839,124,2807,2024-08-26,4,112.82,Online,112.82
7840,155,2679,2024-09-21,5,219.88,Online,219.88
7841,135,2046,2025-12-11,1,87.8,In-Store,87.8
7842,117,2052,2022-10-01,1,156.19,In-Store,156.19
7843,198,2456,2025-08-30,4,105.92,In-Store,105.92
7844,143,2718,2025-05-15,4,39.04,Online,39.04
7845,128,2804,2022-10-23,5,101.59,In-Store,101.59
7846,120,2953,2024-09-23,4,203.21,In-Store,203.21
7847,131,2015,2025-06-19,5,114.34,Online,114.34
7848,119,2769,2025-12-30,2,212.28,Online,212.28
7849,161,2299,2025-05-25,1,177.18,In-Store,177.18
7850,169,2376,2024-02-21,3,167.77,Online,167.77
7851,116,2585,2023-12-08,5,98.84,Online,98.84
7852,191,2994,2025-03-03,2,217.51,In-Store,217.51
7853,117,2911,2024-08-29,5,156.19,Online,156.19
7854,157,2331,2025-10-10,3,232.33,In-Store,232.33
7855,128,2914,2024-08-04,4,101.59,Online,101.59
7856,165,2563,2025-02-06,3,240.59,Online,240.59
7857,145,2118,2025-01-22,2,62.85,Online,62.85
7858,176,2106,2025-12-21,2,78.4,In-Store,78.4
7859,148,2726,2025-01-02,4,139.42,In-Store,139.42
7860,143,2362,2023-03-24,1,39.04,In-Store,39.04
7861,104,2128,2025-10-30,3,65.84,Online,65.84
7862,118,2375,2023-07-07,3,120.94,In-Store,120.94
7863,190,2605,2024-10-09,4,197.23,In-Store,197.23
7864,108,2292,2024-01-04,1,61.68,Online,61.68
7865,123,2110,2023-09-28,2,73.57,In-Store,73.57
7866,200,2385,2024-01-02,2,241.01,In-Store,241.01
7867,130,2678,2024-03-10,4,190.21,In-Store,190.21
7868,184,2819,2024-06-22,5,195.07,Online,195.07
7869,132,2742,2023-10-26,3,243.25,Online,243.25
7870,166,2414,2025-11-03,3,152.81,Online,152.81
7871,158,2338,2024-11-30,3,126.55,Online,126.55
7872,172,2985,2025-09-13,5,232.96,In-Store,232.96
7873,118,2127,2025-04-29,4,120.94,Online,120.94
7874,163,2818,2023-11-01,1,186.58,In-Store,186.58
7875,195,2859,2024-11-09,1,93.92,In-Store,93.92
7876,135,2101,2023-11-20,1,87.8,In-Store,87.8
7877,138,2267,2023-09-12,5,185.66,Online,185.66
7878,151,2912,2025-02-09,4,108.66,In-Store,108.66
7879,165,2684,2025-09-09,1,240.59,Online,240.59
7880,178,2032,2025-12-03,5,81.85,In-Store,81.85
7881,149,2316,2022-12-08,3,198.31,Online,198.31
7882,161,2288,2025-06-09,5,177.18,In-Store,177.18
7883,138,2363,2024-08-12,1,185.66,Online,185.66
7884,163,2339,2022-05-27,4,186.58,Online,186.58
7885,199,2889,2023-10-28,1,37.68,Online,37.68
7886,114,2408,2025-12-12,2,195.54,In-Store,195.54
7887,138,2230,2023-04-24,2,185.66,In-Store,185.66
7888,195,2853,2024-01-25,4,93.92,Online,93.92
7889,187,2756,2023-01-15,3,149.8,In-Store,149.8
7890,155,2368,2025-12-10,4,219.88,In-Store,219.88
7891,200,2431,2022-10-25,5,241.01,In-Store,241.01
7892,181,2581,2023-06-02,5,175.0,In-Store,175.0
7893,111,2877,2022-10-16,4,243.55,In-Store,243.55
7894,175,2988,2025-03-26,5,233.98,In-Store,233.98
7895,177,2550,2024-08-03,4,246.12,In-Store,246.12
7896,169,2723,2025-10-26,4,167.77,In-Store,167.77
7897,195,2532,2022-10-12,5,93.92,In-Store,93.92
7898,147,2037,2025-10-28,2,133.4,Online,133.4
7899,176,2095,2023-11-29,3,78.4,Online,78.4
7900,163,2186,2024-04-05,5,186.58,In-Store,186.58
7901,131,2031,2024-01-11,2,114.34,In-Store,114.34
7902,135,2080,2025-03-03,4,87.8,In-Store,87.8
7903,182,2375,2023-11-16,4,227.28,Online,227.28
7904,107,2028,2025-08-20,2,177.55,Online,177.55
7905,183,2427,2023-12-05,5,209.04,Online,209.04
7906,159,2587,2025-12-27,3,49.51,Online,49.51
7907,173,2732,2023-01-04,4,159.08,Online,159.08
7908,166,2772,2024-10-24,3,152.81,In-Store,152.81
7909,160,2567,2024-11-11,4,232.36,Online,232.36
7910,138,2552,2023-09-19,3,185.66,In-Store,185.66
7911,143,2179,2023-05-19,1,39.04,In-Store,39.04
7912,135,2119,2024-10-23,1,87.8,Online,87.8
7913,177,2362,2022-10-26,4,246.12,Online,246.12
7914,132,2418,2024-11-22,1,243.25,Online,243.25
7915,130,2689,2025-05-03,1,190.21,Online,190.21
7916,136,2783,2024-07-02,3,220.89,Online,220.89
7917,143,2572,2025-05-29,3,39.04,In-Store,39.04
7918,156,2769,2024-02-28,5,22.14,In-Store,22.14
7919,179,2491,2025-08-23,5,37.7,Online,37.7
7920,133,2092,2024-12-28,3,212.0,In-Store,212.0
7921,102,2742,2025-03-26,5,186.75,Online,186.75
7922,163,2823,2025-02-15,4,186.58,Online,186.58
7923,123,2983,2025-05-22,2,73.57,Online,73.57
7924,129,2307,2025-01-10,5,216.59,In-Store,216.59
7925,138,2385,2025-07-03,5,185.66,Online,185.66
7926,106,2805,2024-03-17,4,117.81,Online,117.81
7927,176,2475,2025-06-30,4,78.4,In-Store,78.4
7928,107,2146,2024-07-30,2,177.55,Online,177.55
7929,135,2921,2023-01-06,2,87.8,Online,87.8
7930,151,2443,2025-01-22,2,108.66,In-Store,108.66
7931,174,2610,2025-06-07,3,139.03,Online,139.03
7932,143,2143,2025-04-25,2,39.04,In-Store,39.04
7933,193,2601,2025-04-21,5,74.03,In-Store,74.03
7934,150,2627,2024-02-09,5,33.26,Online,33.26
7935,143,2180,2025-09-22,2,39.04,In-Store,39.04
7936,129,2805,2022-10-23,1,216.59,Online,216.59
7937,153,2009,2025-08-03,2,55.98,Online,55.98
7938,112,2644,2025-09-16,4,80.36,Online,80.36
7939,164,2902,2022-09-06,3,22.03,In-Store,22.03
7940,196,2828,2022-12-31,3,168.41,Online,168.41
7941,143,2382,2025-09-22,1,39.04,In-Store,39.04
7942,165,2055,2024-01-03,2,240.59,Online,240.59
7943,189,2673,2025-04-19,1,60.42,In-Store,60.42
7944,109,2022,2023-12-19,1,101.18,Online,101.18
7945,155,2417,2024-03-23,3,219.88,In-Store,219.88
7946,182,2035,2024-12-07,4,227.28,Online,227.28
7947,193,2394,2022-03-30,1,74.03,Online,74.03
7948,168,2716,2024-11-21,1,152.68,Online,152.68
7949,194,2242,2025-06-10,5,216.06,Online,216.06
7950,178,2349,2024-07-25,5,81.85,In-Store,81.85
7951,136,2828,2025-10-28,1,220.89,Online,220.89
7952,135,2415,2024-10-29,5,87.8,Online,87.8
7953,171,2115,2023-06-27,5,104.99,Online,104.99
7954,109,2995,2025-04-06,3,101.18,Online,101.18
7955,174,2258,2024-08-08,5,139.03,Online,139.03
7956,104,2616,2024-12-29,1,65.84,Online,65.84
7957,137,2166,2023-10-02,3,67.81,Online,67.81
7958,117,2564,2025-07-16,4,156.19,In-Store,156.19
7959,136,2360,2024-07-24,1,220.89,Online,220.89
7960,182,2577,2025-04-20,4,227.28,Online,227.28
7961,144,2509,2025-07-28,1,15.05,Online,15.05
7962,137,2596,2024-04-08,2,67.81,In-Store,67.81
7963,110,2757,2025-04-06,1,73.49,In-Store,73.49
7964,172,2491,2025-08-12,5,232.96,In-Store,232.96
7965,193,2295,2025-05-25,3,74.03,In-Store,74.03
7966,198,2102,2025-09-20,1,105.92,In-Store,105.92
7967,186,2674,2024-09-07,1,28.06,Online,28.06
7968,137,2218,2022-05-18,3,67.81,Online,67.81
7969,191,2379,2024-12-27,1,217.51,In-Store,217.51
7970,126,2043,2025-09-18,2,191.39,In-Store,191.39
7971,103,2260,2025-09-15,5,111.26,In-Store,111.26
7972,133,2899,2024-03-07,1,212.0,Online,212.0
7973,197,2435,2024-07-30,2,217.44,In-Store,217.44
7974,134,2894,2025-04-13,2,99.74,In-Store,99.74
7975,115,2033,2025-02-17,3,101.23,Online,101.23
7976,157,2239,2025-05-23,1,232.33,In-Store,232.33
7977,154,2214,2025-01-29,4,111.25,In-Store,111.25
7978,158,2790,2025-02-28,1,126.55,In-Store,126.55
7979,195,2052,2024-11-28,4,93.92,Online,93.92
7980,160,2810,2025-08-15,5,232.36,Online,232.36
7981,165,2918,2025-01-04,2,240.59,In-Store,240.59
7982,188,2848,2025-06-04,5,20.04,In-Store,20.04
7983,129,2701,2022-12-03,1,216.59,In-Store,216.59
7984,158,2527,2023-07-25,4,126.55,In-Store,126.55
7985,134,2517,2024-08-04,5,99.74,Online,99.74
7986,108,2847,2023-05-16,4,61.68,In-Store,61.68
7987,160,2770,2025-05-31,4,232.36,Online,232.36
7988,157,2567,2025-10-11,2,232.33,In-Store,232.33
7989,123,2811,2025-03-18,1,73.57,In-Store,73.57
7990,188,2892,2025-12-25,3,20.04,Online,20.04
7991,160,2888,2024-01-08,5,232.36,Online,232.36
7992,172,2043,2025-07-11,3,232.96,Online,232.96
7993,173,2671,2024-07-31,5,159.08,Online,159.08
7994,191,2605,2023-02-23,3,217.51,In-Store,217.51
7995,173,2684,2025-10-22,4,159.08,In-Store,159.08
7996,104,2281,2023-05-11,4,65.84,In-Store,65.84
7997,125,2317,2025-08-29,4,62.64,In-Store,62.64
7998,119,2464,2025-03-29,1,212.28,Online,212.28
7999,180,2475,2025-10-14,3,77.62,Online,77.62
8000,109,2502,2024-04-10,1,101.18,Online,101.18
8001,143,2829,2024-02-25,1,39.04,In-Store,39.04
8002,112,2156,2023-02-13,4,80.36,In-Store,80.36
8003,124,2323,2024-07-24,5,112.82,Online,112.82
8004,182,2712,2023-05-12,2,227.28,In-Store,227.28
8005,168,2883,2024-09-23,3,152.68,Online,152.68
8006,164,2607,2024-11-30,5,22.03,In-Store,22.03
8007,200,2737,2024-07-29,1,241.01,In-Store,241.01
8008,197,2900,2025-02-02,4,217.44,Online,217.44
8009,197,2994,2023-05-20,3,217.44,Online,217.44
8010,185,2724,2023-01-03,5,142.4,Online,142.4
8011,200,2694,2023-11-13,3,241.01,Online,241.01
8012,158,2996,2025-10-25,5,126.55,In-Store,126.55
8013,116,2643,2024-12-25,4,98.84,Online,98.84
8014,142,2652,2024-03-30,1,248.84,Online,248.84
8015,101,2262,2025-12-02,2,187.97,Online,187.97
8016,162,2586,2023-03-02,1,55.58,Online,55.58
8017,122,2796,2024-12-18,1,167.31,Online,167.31
8018,139,2810,2025-08-01,5,168.34,In-Store,168.34
8019,148,2093,2025-10-18,1,139.42,In-Store,139.42
8020,154,2752,2025-02-21,2,111.25,Online,111.25
8021,104,2377,2024-12-23,5,65.84,In-Store,65.84
8022,153,2926,2023-11-27,2,55.98,Online,55.98
8023,179,2740,2025-02-18,2,37.7,In-Store,37.7
8024,160,2839,2025-07-02,2,232.36,Online,232.36
8025,104,2494,2025-05-21,5,65.84,Online,65.84
8026,111,2431,2024-06-11,2,243.55,Online,243.55
8027,186,3000,2022-10-17,4,28.06,Online,28.06
8028,170,2143,2023-12-02,2,59.02,In-Store,59.02
8029,105,2068,2025-09-15,2,57.72,In-Store,57.72
8030,194,2026,2025-07-08,4,216.06,Online,216.06
8031,198,2305,2024-01-22,5,105.92,In-Store,105.92
8032,133,2843,2024-06-30,2,212.0,In-Store,212.0
8033,169,2413,2025-09-14,3,167.77,Online,167.77
8034,165,2850,2024-01-10,4,240.59,Online,240.59
8035,128,2927,2025-08-28,3,101.59,In-Store,101.59
8036,179,2542,2024-07-09,5,37.7,In-Store,37.7
8037,186,2519,2024-08-11,4,28.06,In-Store,28.06
8038,116,2065,2023-02-19,4,98.84,In-Store,98.84
8039,133,2774,2024-09-02,3,212.0,In-Store,212.0
8040,197,2465,2024-01-19,3,217.44,Online,217.44
8041,167,2357,2024-03-23,3,235.98,Online,235.98
8042,167,2118,2024-08-03,4,235.98,In-Store,235.98
8043,194,2257,2025-07-23,5,216.06,In-Store,216.06
8044,173,2639,2024-08-15,5,159.08,Online,159.08
8045,131,2305,2025-03-14,3,114.34,Online,114.34
8046,139,2836,2023-09-07,5,168.34,Online,168.34
8047,165,2515,2025-12-28,3,240.59,In-Store,240.59
8048,126,2755,2023-05-16,4,191.39,In-Store,191.39
8049,136,2191,2023-11-06,4,220.89,In-Store,220.89
8050,134,2811,2024-08-30,5,99.74,In-Store,99.74
8051,156,2481,2023-10-22,2,22.14,Online,22.14
8052,171,2334,2024-12-17,4,104.99,In-Store,104.99
8053,166,2205,2025-08-24,4,152.81,Online,152.81
8054,133,2746,2025-06-28,5,212.0,In-Store,212.0
8055,185,2183,2024-07-31,2,142.4,In-Store,142.4
8056,103,2130,2025-01-25,3,111.26,In-Store,111.26
8057,108,2091,2023-06-09,4,61.68,In-Store,61.68
8058,144,2244,2025-03-04,1,15.05,In-Store,15.05
8059,196,2797,2024-01-15,3,168.41,In-Store,168.41
8060,131,2799,2025-12-21,1,114.34,In-Store,114.34
8061,118,2584,2022-09-13,5,120.94,Online,120.94
8062,141,2984,2025-04-24,4,232.94,In-Store,232.94
8063,167,2026,2024-11-01,1,235.98,Online,235.98
8064,134,2197,2025-06-07,2,99.74,In-Store,99.74
8065,122,2499,2023-09-05,5,167.31,Online,167.31
8066,125,2460,2025-12-06,1,62.64,In-Store,62.64
8067,168,2218,2024-09-05,2,152.68,In-Store,152.68
8068,131,2424,2024-03-08,5,114.34,In-Store,114.34
8069,151,2475,2024-03-05,3,108.66,Online,108.66
8070,132,2827,2023-10-08,5,243.25,Online,243.25
8071,181,2694,2022-10-02,4,175.0,Online,175.0
8072,177,2265,2024-12-20,5,246.12,In-Store,246.12
8073,171,2469,2025-01-16,3,104.99,Online,104.99
8074,118,2634,2023-02-04,1,120.94,In-Store,120.94
8075,114,2693,2025-04-30,1,195.54,Online,195.54
8076,109,2051,2025-12-12,5,101.18,Online,101.18
8077,150,2441,2024-11-10,2,33.26,In-Store,33.26
8078,188,2700,2025-02-12,1,20.04,Online,20.04
8079,180,2473,2025-02-24,5,77.62,In-Store,77.62
8080,175,2770,2024-04-12,2,233.98,In-Store,233.98
8081,130,2967,2025-08-22,3,190.21,Online,190.21
8082,185,2361,2024-09-28,1,142.4,Online,142.4
8083,159,2697,2023-08-07,2,49.51,In-Store,49.51
8084,153,2606,2025-08-09,1,55.98,In-Store,55.98
8085,178,2767,2024-04-21,4,81.85,In-Store,81.85
8086,130,2965,2024-12-18,4,190.21,In-Store,190.21
8087,162,2369,2023-04-02,5,55.58,In-Store,55.58
8088,133,2022,2024-12-16,2,212.0,In-Store,212.0
8089,198,2887,2022-09-03,1,105.92,In-Store,105.92
8090,177,2653,2025-01-10,2,246.12,Online,246.12
8091,162,2836,2025-02-15,3,55.58,In-Store,55.58
8092,175,2612,2024-02-13,3,233.98,Online,233.98
8093,199,2819,2023-07-09,4,37.68,Online,37.68
8094,180,2188,2025-09-15,5,77.62,Online,77.62
8095,135,2345,2025-07-01,2,87.8,In-Store,87.8
8096,114,2992,2023-09-09,1,195.54,In-Store,195.54
8097,139,2089,2024-01-05,3,168.34,In-Store,168.34
8098,137,2140,2025-04-14,2,67.81,In-Store,67.81
8099,190,2703,2022-12-17,4,197.23,Online,197.23
8100,151,2994,2025-09-22,2,108.66,Online,108.66
8101,198,2995,2025-06-27,4,105.92,Online,105.92
8102,142,2753,2024-04-06,4,248.84,In-Store,248.84
8103,118,2890,2024-08-15,1,120.94,Online,120.94
8104,105,2871,2024-09-19,3,57.72,In-Store,57.72
8105,135,2642,2024-10-05,4,87.8,Online,87.8
8106,143,2832,2025-12-28,4,39.04,In-Store,39.04
8107,154,2231,2024-05-16,2,111.25,In-Store,111.25
8108,134,2617,2024-03-06,5,99.74,In-Store,99.74
8109,149,2920,2023-11-02,5,198.31,In-Store,198.31
8110,134,2952,2024-09-14,2,99.74,Online,99.74
8111,148,2519,2025-08-17,5,139.42,Online,139.42
8112,132,2991,2025-03-01,5,243.25,Online,243.25
8113,120,2933,2023-07-11,5,203.21,In-Store,203.21
8114,136,2241,2024-05-11,1,220.89,Online,220.89
8115,171,2569,2025-09-03,5,104.99,In-Store,104.99
8116,185,2131,2022-07-30,4,142.4,In-Store,142.4
8117,143,2781,2024-02-24,3,39.04,In-Store,39.04
8118,154,2590,2024-07-12,3,111.25,Online,111.25
8119,185,2291,2024-07-08,4,142.4,In-Store,142.4
8120,113,2315,2023-10-16,1,56.15,Online,56.15
8121,145,2750,2024-09-17,3,62.85,Online,62.85
8122,187,2046,2024-09-11,3,149.8,In-Store,149.8
8123,144,2191,2025-08-16,1,15.05,In-Store,15.05
8124,125,2565,2023-08-30,1,62.64,Online,62.64
8125,124,2776,2024-06-07,5,112.82,Online,112.82
8126,172,2648,2025-08-26,3,232.96,In-Store,232.96
8127,165,2094,2022-08-16,2,240.59,Online,240.59
8128,195,2640,2024-04-19,1,93.92,Online,93.92
8129,111,2243,2024-12-17,2,243.55,In-Store,243.55
8130,101,2746,2025-01-29,3,187.97,In-Store,187.97
8131,184,2955,2024-09-06,4,195.07,Online,195.07
8132,124,2048,2025-07-13,5,112.82,Online,112.82
8133,117,2667,2023-02-25,3,156.19,In-Store,156.19
8134,193,2836,2025-05-01,1,74.03,In-Store,74.03
8135,198,2442,2025-08-05,3,105.92,Online,105.92
8136,160,2629,2025-10-22,1,232.36,Online,232.36
8137,195,2427,2025-06-29,3,93.92,Online,93.92
8138,183,2879,2025-06-11,5,209.04,In-Store,209.04
8139,193,2580,2024-08-25,1,74.03,Online,74.03
8140,114,2259,2025-11-28,2,195.54,In-Store,195.54
8141,155,2608,2025-09-23,1,219.88,Online,219.88
8142,184,2742,2024-03-08,1,195.07,In-Store,195.07
8143,133,2807,2024-08-18,5,212.0,Online,212.0
8144,157,2252,2025-03-30,5,232.33,Online,232.33
8145,135,2039,2024-10-07,3,87.8,Online,87.8
8146,151,2260,2024-10-08,2,108.66,Online,108.66
8147,118,2457,2025-05-19,1,120.94,In-Store,120.94
8148,122,2407,2025-01-31,5,167.31,Online,167.31
8149,186,2414,2024-03-14,5,28.06,In-Store,28.06
8150,139,2259,2024-08-17,5,168.34,Online,168.34
8151,131,2969,2023-02-19,1,114.34,Online,114.34
8152,112,2746,2025-03-06,5,80.36,Online,80.36
8153,177,2736,2025-01-18,4,246.12,Online,246.12
8154,172,2702,2025-06-11,4,232.96,In-Store,232.96
8155,117,2447,2024-04-02,1,156.19,In-Store,156.19
8156,109,2208,2022-10-13,5,101.18,In-Store,101.18
8157,126,2270,2025-07-17,1,191.39,In-Store,191.39
8158,195,2927,2025-03-13,3,93.92,In-Store,93.92
8159,189,2810,2025-06-12,5,60.42,Online,60.42
8160,105,2533,2025-03-26,2,57.72,Online,57.72
8161,194,2699,2024-08-14,3,216.06,In-Store,216.06
